,State,Number_feature,Time_Step,number_layers,number_hiddinen_nodes,MAE,RMSE,R2_Score
330,Uttar-Pradesh,5,7,1,1,0.47642019391059875,0.4810249241965806,-19.18215606231565
331,Uttar-Pradesh,5,7,1,5,0.4433431923389435,0.4553831167186186,-17.08782377339812
332,Uttar-Pradesh,5,7,1,8,0.3910229802131653,0.4038929787674616,-13.228692784393605
333,Uttar-Pradesh,5,7,1,16,0.14470230042934418,0.15283257359417612,-1.0373437030908796
334,Uttar-Pradesh,5,7,1,32,0.16048899292945862,0.17423169832052543,-1.6478098284470653
335,Uttar-Pradesh,5,7,2,1,0.5881099104881287,0.5981805533636603,-30.21022640218566
336,Uttar-Pradesh,5,7,2,5,0.6319828033447266,0.6403540992162989,-34.76620366858848
337,Uttar-Pradesh,5,7,2,8,0.26373371481895447,0.2744396238538049,-5.569405536249169
338,Uttar-Pradesh,5,7,2,16,0.177557572722435,0.19155231080019344,-2.200421898961135
339,Uttar-Pradesh,5,7,2,32,0.10104221850633621,0.10805839178611637,-0.018472849410225978
340,Uttar-Pradesh,6,5,1,1,0.8552005887031555,0.8637941657780599,-49.508974753895124
341,Uttar-Pradesh,6,5,1,5,0.1815258413553238,0.2036942062748776,-1.8086999762639047
342,Uttar-Pradesh,6,5,1,8,0.18279682099819183,0.1917651373559332,-1.4893579025034325
343,Uttar-Pradesh,6,5,1,16,0.1422557532787323,0.15595691731065997,-0.6464831604508252
344,Uttar-Pradesh,6,5,1,32,0.09813325107097626,0.10638007518459595,0.2339297238432464
345,Uttar-Pradesh,6,5,2,1,0.6983433365821838,0.7094551814133181,-33.072025962739566
346,Uttar-Pradesh,6,5,2,5,0.5131677389144897,0.5259543588784247,-17.725962792312263
347,Uttar-Pradesh,6,5,2,8,0.2083820402622223,0.22699548191456084,-2.4880478223492593
348,Uttar-Pradesh,6,5,2,16,0.18348726630210876,0.20094637593114428,-1.7334325488492381
349,Uttar-Pradesh,6,5,2,32,0.15004603564739227,0.165351904110158,-0.8508295944939352
350,Uttar-Pradesh,6,7,1,1,0.590572714805603,0.5973458075980617,-30.12318770348204
351,Uttar-Pradesh,6,7,1,5,0.5008701682090759,0.5132943568305365,-21.980815214311704
352,Uttar-Pradesh,6,7,1,8,0.2418210208415985,0.2593405838619234,-4.8664232482467495
353,Uttar-Pradesh,6,7,1,16,0.144465833902359,0.1541841674764633,-1.0735379248784809
354,Uttar-Pradesh,6,7,1,32,0.06162206456065178,0.06422391507569535,0.6402291452419253
355,Uttar-Pradesh,6,7,2,1,0.17072810232639313,0.2022738781626927,-2.5687164021363675
356,Uttar-Pradesh,6,7,2,5,0.6042065024375916,0.6147739685865282,-31.965780385502725
357,Uttar-Pradesh,6,7,2,8,0.27344048023223877,0.29021451119672714,-6.346334142048364
358,Uttar-Pradesh,6,7,2,16,0.13768325746059418,0.14637249806902133,-0.8687507619140349
359,Uttar-Pradesh,6,7,2,32,0.09164699912071228,0.09933603405994638,0.13931143329393458
360,Kerala,1,5,1,1,0.31655481457710266,0.32840633819793785,-5.173791035860426
361,Kerala,1,5,1,5,0.4069706201553345,0.4176202372770639,-8.983709450585163
